land,wahlkreis,gemeinde,bezirksart,bsw_votes,bd_votes,valid_total,bsw_pred_pct,bsw_resid,bsw_resid_z,p_bsw_zero,bd_zscore_land,flags,recount_status,source,claim
MV,15,Schlemmin,0,6,0,156,9.649,-5.803,-3.631,0.0,-0.865,large_negative_resid,unknown,,
MV,15,Dreschvitz,0,32,4,327,10.043,-0.257,-0.161,0.0,2.352,high_bd,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,24,0,547,9.382,-4.994,-3.125,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,27,0,506,10.439,-5.103,-3.193,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,28,2,542,9.851,-4.685,-2.931,0.0,0.106,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,36,1,609,9.793,-3.881,-2.428,0.0,-0.433,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,40,2,600,10.512,-3.846,-2.406,0.0,0.012,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,32,0,581,9.548,-4.04,-2.528,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,36,4,651,10.4,-4.87,-3.047,0.0,0.751,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",0,16,1,272,11.142,-5.26,-3.291,0.0,0.102,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",5,41,1,721,9.816,-4.13,-2.584,0.0,-0.5,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",5,24,2,542,9.474,-5.046,-3.157,0.0,0.106,large_negative_resid,unknown,,
MV,15,"Greifswald, Universitäts- und Hansestadt",5,26,1,476,9.108,-3.646,-2.281,0.0,-0.312,large_negative_resid,unknown,,
MV,15,Levenhagen,0,13,0,209,9.945,-3.725,-2.331,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Feldberger Seenlandschaft,0,24,3,248,10.639,-0.962,-0.602,0.0,2.316,high_bd,unknown,,
MV,16,Feldberger Seenlandschaft,0,10,0,166,10.439,-4.414,-2.762,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Friedland, Stadt",0,53,4,691,11.56,-3.89,-2.434,0.0,0.658,large_negative_resid,unknown,,
MV,16,"Friedland, Stadt",0,55,2,627,12.247,-3.475,-2.174,0.0,-0.026,large_negative_resid,unknown,,
MV,16,"Friedland, Stadt",0,35,1,516,12.753,-5.97,-3.736,0.0,-0.355,large_negative_resid,unknown,,
MV,16,Galenbeck,0,4,0,98,11.36,-7.278,-4.554,1.5e-05,-0.865,large_negative_resid,unknown,,
MV,16,Galenbeck,0,15,0,189,11.248,-3.311,-2.072,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Brunn,0,9,1,126,10.454,-3.311,-2.072,2e-06,1.222,large_negative_resid,unknown,,
MV,16,"Woldegk, Windmühlenstadt",0,28,0,446,10.961,-4.683,-2.93,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Anklam, Hansestadt",0,22,1,417,10.666,-5.39,-3.372,0.0,-0.234,large_negative_resid,unknown,,
MV,16,"Heringsdorf, Ostseebad",0,39,0,552,10.456,-3.391,-2.122,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Heringsdorf, Ostseebad",0,48,1,670,10.402,-3.238,-2.026,0.0,-0.472,large_negative_resid,unknown,,
MV,16,"Strasburg (Uckermark), Stadt",0,10,0,133,10.945,-3.427,-2.144,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Wolgast, Stadt",0,17,1,287,11.556,-5.633,-3.524,0.0,0.052,large_negative_resid,unknown,,
MV,16,"Wolgast, Stadt",0,36,1,503,11.003,-3.846,-2.406,0.0,-0.342,large_negative_resid,unknown,,
MV,16,"Wolgast, Stadt",0,35,0,502,11.05,-4.078,-2.551,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Wolgast, Stadt",0,20,0,287,11.019,-4.05,-2.534,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Grambin,0,17,0,260,10.213,-3.674,-2.299,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Blesewitz,0,7,0,107,9.897,-3.355,-2.099,2.5e-05,-0.865,large_negative_resid,unknown,,
MV,16,Ducherow,0,7,1,129,11.03,-5.604,-3.506,1e-06,1.174,large_negative_resid,unknown,,
MV,16,Iven,0,9,4,92,10.699,-0.916,-0.573,5.3e-05,10.568,high_bd,unknown,,
MV,16,Rossin,0,6,0,99,10.691,-4.63,-2.897,2.5e-05,-0.865,large_negative_resid,unknown,,
MV,16,Sarnow,0,14,0,198,10.963,-3.892,-2.435,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Neetzow-Liepen,0,0,10,138,9.873,-9.873,-6.178,1e-06,18.189,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,unknown,,
MV,16,Bentzin,0,26,2,446,10.433,-4.603,-2.88,0.0,0.315,large_negative_resid,unknown,,
MV,16,"Jarmen, Stadt",0,28,2,372,11.127,-3.6,-2.253,0.0,0.549,large_negative_resid,unknown,,
MV,16,Tutow,0,33,0,452,10.591,-3.29,-2.059,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Glasow,0,2,0,63,10.806,-7.631,-4.775,0.001105,-0.865,large_negative_resid,unknown,,
MV,16,Krackow,0,13,0,182,10.503,-3.36,-2.103,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Krackow,0,9,1,43,10.012,10.918,6.831,0.013496,5.25,high_bd,unknown,,
MV,16,Löcknitz,0,23,1,319,12.338,-5.128,-3.209,0.0,-0.04,large_negative_resid,unknown,,
MV,16,"Penkun, Stadt",0,13,1,86,9.821,5.296,3.314,0.000215,2.193,high_bd,unknown,,
MV,16,"Penkun, Stadt",0,6,0,116,10.969,-5.797,-3.627,3e-06,-0.865,large_negative_resid,unknown,,
MV,16,Rothenklempenow,0,3,0,39,12.263,-4.57,-2.86,0.008376,-0.865,large_negative_resid,unknown,,
MV,16,Neu Boltenhagen,0,13,2,327,10.06,-6.084,-3.807,0.0,0.744,large_negative_resid,unknown,,
MV,16,"Loitz, Stadt",0,38,0,569,10.187,-3.508,-2.195,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Loitz, Stadt",0,3,1,130,9.309,-7.002,-4.381,6e-06,1.158,large_negative_resid,unknown,,
MV,16,Sassen-Trantow,0,16,0,266,10.136,-4.121,-2.578,0.0,-0.865,large_negative_resid,unknown,,
MV,16,"Torgelow, Stadt",0,32,2,419,10.966,-3.328,-2.083,0.0,0.391,large_negative_resid,unknown,,
MV,16,Wilhelmsburg,0,15,1,207,11.017,-3.77,-2.359,0.0,0.406,large_negative_resid,unknown,,
MV,16,Groß Luckow,0,4,0,95,10.823,-6.613,-4.138,3.4e-05,-0.865,large_negative_resid,unknown,,
MV,16,Rollwitz,0,4,0,55,10.651,-3.379,-2.114,0.002856,-0.865,large_negative_resid,unknown,,
MV,16,Viereck,0,11,0,150,11.581,-4.248,-2.658,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Viereck,0,15,2,279,9.448,-4.072,-2.548,0.0,1.02,large_negative_resid,unknown,,
MV,16,Dargen,0,22,0,321,10.206,-3.352,-2.097,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Garz,0,6,0,126,10.433,-5.672,-3.549,2e-06,-0.865,large_negative_resid,unknown,,
MV,16,Mellenthin,0,11,0,241,10.781,-6.216,-3.89,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Stolpe auf Usedom,0,13,0,208,9.892,-3.642,-2.279,0.0,-0.865,large_negative_resid,unknown,,
MV,16,Gribow,0,5,0,85,10.668,-4.786,-2.995,0.000115,-0.865,large_negative_resid,unknown,,
MV,16,Klein Bünzow,0,24,1,368,10.051,-3.529,-2.208,0.0,-0.15,large_negative_resid,unknown,,
MV,16,Schmatzin,0,7,0,144,10.652,-5.791,-3.624,0.0,-0.865,large_negative_resid,unknown,,
MV,17,"Dargun, Stadt",0,14,1,204,11.224,-4.361,-2.728,0.0,0.424,large_negative_resid,unknown,,
MV,17,"Dargun, Stadt",0,11,1,198,10.468,-4.912,-3.074,0.0,0.463,large_negative_resid,unknown,,
MV,17,"Neustrelitz, Residenzstadt",0,86,8,675,11.202,1.538,0.963,0.0,2.252,high_bd,unknown,,
MV,17,"Waren (Müritz), Stadt",0,33,4,521,11.258,-4.924,-3.081,0.0,1.154,large_negative_resid,unknown,,
MV,17,"Waren (Müritz), Stadt",0,30,0,406,10.89,-3.501,-2.191,0.0,-0.865,large_negative_resid,unknown,,
MV,17,Nossendorf,0,20,1,362,10.216,-4.691,-2.935,0.0,-0.138,large_negative_resid,unknown,,
MV,17,Utzedel,0,11,1,186,10.762,-4.848,-3.033,0.0,0.549,large_negative_resid,unknown,,
MV,17,Faulenrost,0,23,2,322,10.469,-3.326,-2.081,0.0,0.769,large_negative_resid,unknown,,
MV,17,Zislow,0,12,2,101,10.896,0.985,0.617,1.7e-05,4.342,high_bd,unknown,,
MV,17,Godendorf,0,7,1,142,10.17,-5.24,-3.279,1e-06,0.987,large_negative_resid,unknown,,
MV,17,"Penzlin, Stadt",0,6,0,107,9.585,-3.978,-2.489,3.5e-05,-0.865,large_negative_resid,unknown,,
MV,17,Kuckssee,0,7,0,98,10.452,-3.309,-2.07,3.6e-05,-0.865,large_negative_resid,unknown,,
MV,17,Bollewick,0,10,3,130,11.131,-3.439,-2.152,1e-06,5.203,large_negative_resid|high_bd,unknown,,
MV,17,Gotthun,0,4,1,194,9.837,-7.775,-4.865,0.0,0.491,large_negative_resid,unknown,,
MV,17,Lärz,0,21,0,296,10.398,-3.303,-2.067,0.0,-0.865,large_negative_resid,unknown,,
MV,17,"Röbel/Müritz, Stadt",0,58,8,619,10.555,-1.185,-0.741,0.0,2.534,high_bd,unknown,,
MV,17,Stuer,0,7,1,142,11.145,-6.215,-3.889,0.0,0.987,large_negative_resid,unknown,,
MV,17,Eldetal,0,6,1,49,10.612,1.633,1.022,0.005518,4.502,high_bd,unknown,,
MV,17,Eldetal,0,7,1,127,10.766,-5.254,-3.288,1e-06,1.206,large_negative_resid,unknown,,
MV,17,Eldetal,0,14,1,245,10.945,-5.231,-3.273,0.0,0.209,large_negative_resid,unknown,,
MV,17,Eldetal,0,8,0,116,10.35,-3.454,-2.161,6e-06,-0.865,large_negative_resid,unknown,,
MV,17,Grammentin,0,7,0,127,9.191,-3.679,-2.302,9e-06,-0.865,large_negative_resid,unknown,,
MV,17,"Stavenhagen, Reuterstadt, Stadt",0,31,3,254,10.24,1.965,1.23,0.0,2.241,high_bd,unknown,,
MV,17,"Stavenhagen, Reuterstadt, Stadt",0,39,7,351,12.511,-1.4,-0.876,0.0,4.379,high_bd,unknown,,
MV,17,Gnevkow,0,20,2,162,10.383,1.963,1.228,0.0,2.382,high_bd,unknown,,
MV,17,Kriesow,0,10,0,145,10.361,-3.465,-2.168,0.0,-0.865,large_negative_resid,unknown,,
MV,17,Siedenbollentin,0,37,4,303,10.911,1.3,0.814,0.0,2.607,high_bd,unknown,,
MV,17,Wolde,0,12,2,157,10.687,-3.043,-1.904,0.0,2.485,high_bd,unknown,,
MV,17,Klein Belitz,0,26,3,212,10.934,1.33,0.832,0.0,2.856,high_bd,unknown,,
MV,17,Penzin,0,4,0,86,9.029,-4.378,-2.739,0.000424,-0.865,large_negative_resid,unknown,,
MV,17,Altkalen,0,22,0,377,10.691,-4.856,-3.038,0.0,-0.865,large_negative_resid,unknown,,
MV,17,Behren-Lübchin,0,9,0,204,10.329,-5.917,-3.702,0.0,-0.865,large_negative_resid,unknown,,
MV,17,Groß Schwiesow,0,18,2,161,10.703,0.477,0.299,0.0,2.402,high_bd,unknown,,
MV,17,Gülzow-Prüzen,0,18,2,330,9.747,-4.293,-2.686,0.0,0.729,large_negative_resid,unknown,,
MV,17,Dobbin-Linstow,0,17,2,278,10.018,-3.903,-2.442,0.0,1.027,large_negative_resid,unknown,,
MV,17,Hoppenrade,0,25,4,346,11.027,-3.801,-2.378,0.0,2.175,large_negative_resid|high_bd,unknown,,
MV,17,"Krakow am See, Stadt",0,32,4,207,11.082,4.377,2.739,0.0,4.216,high_bd,unknown,,
MV,17,Kuchelmiß,0,29,6,355,10.548,-2.379,-1.489,0.0,3.579,high_bd,unknown,,
MV,17,Dolgen am See,0,22,1,297,10.625,-3.217,-2.013,0.0,0.021,large_negative_resid,unknown,,
MV,17,"Laage, Stadt",0,29,1,503,9.998,-4.232,-2.648,0.0,-0.342,large_negative_resid,unknown,,
MV,17,"Laage, Stadt",0,39,3,689,10.657,-4.997,-3.127,0.0,0.28,large_negative_resid,unknown,,
MV,17,"Laage, Stadt",0,38,6,450,10.627,-2.182,-1.365,0.0,2.641,high_bd,unknown,,
MV,17,Lelkendorf,0,11,1,202,10.099,-4.653,-2.912,0.0,0.437,large_negative_resid,unknown,,
MV,17,Thürkow,0,9,0,206,10.339,-5.97,-3.735,0.0,-0.865,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,16,2,293,5.198,0.263,0.165,0.0,2.16,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,10,0,481,5.597,-3.518,-2.201,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,8,0,402,6.097,-4.107,-2.569,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,4,0,398,6.896,-5.891,-3.686,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,21,3,416,5.398,-0.35,-0.219,0.0,2.31,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,26,3,385,5.846,0.907,0.568,0.0,2.534,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,40,4,522,5.307,2.356,1.474,0.0,2.484,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,33,4,480,5.924,0.951,0.595,0.0,2.744,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,7,0,323,7.782,-5.614,-3.513,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,13,3,394,4.174,-0.874,-0.547,0.0,2.465,high_bd,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,6,0,504,4.578,-3.387,-2.119,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,9,1,561,5.656,-4.052,-2.535,0.0,0.208,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,12,1,354,6.889,-3.499,-2.189,0.0,0.612,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,5,0,254,6.251,-4.283,-2.68,0.0,-0.482,large_negative_resid,unknown,,
HH,18,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Nord (Teil)",0,23,3,417,5.403,0.113,0.07,0.0,2.303,high_bd,unknown,,
HH,19,"Hamburg, Freie und Hansestadt, Bezirk Altona",0,33,3,462,3.849,3.294,2.061,0.0,2.032,high_bd,unknown,,
HH,19,"Hamburg, Freie und Hansestadt, Bezirk Altona",5,6,2,615,4.666,-3.69,-2.309,0.0,0.777,large_negative_resid,unknown,,
HH,19,"Hamburg, Freie und Hansestadt, Bezirk Altona",5,3,21,645,3.184,-2.719,-1.701,0.0,12.121,high_bd,unknown,,
HH,20,"Hamburg, Freie und Hansestadt, Bezirk Eimsbüttel",0,12,2,289,4.658,-0.506,-0.316,1e-06,2.197,high_bd,unknown,,
HH,20,"Hamburg, Freie und Hansestadt, Bezirk Eimsbüttel",0,0,33,693,4.104,-4.104,-2.568,0.0,17.951,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,unknown,,
HH,21,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Nord (Teil)",0,9,3,427,2.234,-0.126,-0.079,7.2e-05,2.238,high_bd,unknown,,
HH,21,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Nord (Teil)",5,10,2,232,3.113,1.197,0.749,0.00073,2.855,high_bd,unknown,,
HH,21,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,0,0,561,1.332,-1.332,-0.834,0.000567,-0.482,suspicious_zero,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,19,4,497,4.59,-0.767,-0.48,0.0,2.633,high_bd,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,2,2,375,4.478,-3.944,-2.468,0.0,1.583,large_negative_resid,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,41,4,500,5.968,2.232,1.397,0.0,2.615,high_bd,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,31,4,473,7.006,-0.452,-0.283,0.0,2.792,high_bd,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,23,4,509,5.239,-0.72,-0.451,0.0,2.56,high_bd,unknown,,
HH,22,"Hamburg, Freie und Hansestadt, Bezirk Wandsbek (Teil)",0,0,21,506,4.036,-4.036,-2.525,0.0,15.583,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,14,1,440,8.89,-5.708,-3.572,0.0,0.398,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,19,0,471,7.786,-3.752,-2.348,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,25,0,520,8.817,-4.009,-2.508,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",0,23,0,559,7.832,-3.717,-2.326,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,21,3,630,7.201,-3.868,-2.42,0.0,1.361,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,14,0,464,6.974,-3.956,-2.475,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Hamburg-Mitte (Teil)",5,21,0,495,7.534,-3.291,-2.059,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,34,3,439,6.174,1.571,0.983,0.0,2.163,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,34,3,426,4.785,3.196,2.0,0.0,2.244,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,17,3,464,4.845,-1.181,-0.739,0.0,2.021,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,48,4,558,6.034,2.568,1.607,0.0,2.293,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,13,4,414,5.002,-1.862,-1.165,0.0,3.258,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,7,2,226,4.425,-1.328,-0.831,4.5e-05,2.944,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",0,51,4,525,6.536,3.179,1.989,0.0,2.467,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,0,23,612,5.273,-5.273,-3.299,0.0,14.066,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,16,1,541,6.386,-3.428,-2.145,0.0,0.234,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,10,1,641,4.883,-3.323,-2.079,0.0,0.122,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,3,1,628,5.061,-4.583,-2.867,0.0,0.134,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,12,1,599,5.561,-3.558,-2.226,0.0,0.164,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,8,1,600,4.709,-3.376,-2.112,0.0,0.163,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Bergedorf",5,29,4,600,6.08,-1.246,-0.78,0.0,2.099,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",0,1,0,100,6.183,-5.183,-3.243,0.002064,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",0,7,0,406,5.215,-3.491,-2.184,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",0,0,18,411,5.523,-5.523,-3.456,0.0,16.471,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",0,18,1,147,6.463,5.782,3.618,7.5e-05,2.151,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",0,22,3,457,5.814,-1.0,-0.626,0.0,2.059,high_bd,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",5,14,0,469,6.362,-3.377,-2.113,0.0,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",5,1,0,147,6.062,-5.381,-3.367,0.000135,-0.482,large_negative_resid,unknown,,
HH,23,"Hamburg, Freie und Hansestadt, Bezirk Harburg",5,11,2,508,5.933,-3.767,-2.357,0.0,1.042,large_negative_resid,unknown,,
NI,24,Großefehn,0,19,3,439,4.589,-0.261,-0.163,0.0,2.404,high_bd,unknown,,
NI,24,Großefehn,0,24,3,500,4.789,0.011,0.007,0.0,2.042,high_bd,unknown,,
NI,24,Großefehn,0,1,0,100,5.41,-4.41,-2.759,0.004473,-0.567,large_negative_resid,unknown,,
NI,24,Großheide,0,25,3,467,4.699,0.655,0.41,0.0,2.226,high_bd,unknown,,
NI,24,Ihlow,0,11,1,166,4.684,1.942,1.215,0.00042,2.052,high_bd,unknown,,
NI,24,Ihlow,5,26,4,551,4.754,-0.036,-0.022,0.0,2.59,high_bd,unknown,,
NI,24,Krummhörn,0,15,5,335,4.408,0.07,0.044,0.0,5.923,high_bd,unknown,,
NI,24,Krummhörn,0,12,3,203,5.55,0.362,0.226,1.3e-05,5.859,high_bd,unknown,,
NI,24,Krummhörn,0,0,0,86,4.058,-4.058,-2.539,0.030502,-0.567,large_negative_resid,unknown,,
NI,24,"Norden, Stadt",0,10,0,468,5.544,-3.408,-2.132,0.0,-0.567,large_negative_resid,unknown,,
NI,24,"Norden, Stadt",0,4,0,421,4.66,-3.71,-2.321,0.0,-0.567,large_negative_resid,unknown,,
NI,24,Südbrookmerland,0,25,5,496,6.28,-1.24,-0.776,0.0,3.816,high_bd,unknown,,
NI,24,Dornum,0,1,0,186,4.408,-3.871,-2.422,0.000275,-0.567,large_negative_resid,unknown,,
NI,24,Upgant-Schott,0,1,1,101,4.414,-3.424,-2.142,0.011584,3.738,large_negative_resid|high_bd,unknown,,
NI,24,"Hage, Flecken",0,18,3,476,5.177,-1.395,-0.873,0.0,2.174,high_bd,unknown,,
NI,24,Halbemond,5,5,1,146,5.13,-1.705,-1.067,0.000559,2.411,high_bd,unknown,,
NI,24,Lütetsburg,5,3,1,125,3.639,-1.239,-0.775,0.010583,2.912,high_bd,unknown,,
NI,25,"Haren (Ems), Stadt",0,3,2,210,2.485,-1.056,-0.661,0.005419,3.574,high_bd,unknown,,
NI,25,Neulehe,0,11,3,461,2.714,-0.328,-0.205,4e-06,2.263,high_bd,unknown,,
NI,25,Jemgum,0,6,1,98,3.014,3.109,1.945,0.052166,3.87,high_bd,unknown,,
NI,25,Rhauderfehn,0,11,2,294,3.058,0.684,0.428,0.000125,2.391,high_bd,unknown,,
NI,25,Uplengen,0,6,2,325,2.687,-0.841,-0.526,0.000161,2.109,high_bd,unknown,,
NI,25,"Weener, Stadt",0,6,1,133,2.982,1.53,0.957,0.018959,2.702,high_bd,unknown,,
NI,25,Westoverledingen,0,2,1,115,3.6,-1.861,-1.164,0.015928,3.214,high_bd,unknown,,
NI,26,"Wilhelmshaven, Stadt",5,23,4,595,4.189,-0.323,-0.202,0.0,2.356,high_bd,unknown,,
NI,26,"Schortens, Stadt",0,14,3,414,3.811,-0.429,-0.269,0.0,2.584,high_bd,unknown,,
NI,26,Bockhorn,0,14,3,378,4.348,-0.644,-0.403,0.0,2.884,high_bd,unknown,,
NI,26,Friedeburg,0,29,5,827,4.213,-0.707,-0.442,0.0,2.062,high_bd,unknown,,
NI,26,Spiekeroog,5,1,0,138,4.396,-3.671,-2.297,0.002319,-0.567,large_negative_resid,unknown,,
NI,26,"Wittmund, Stadt",0,7,1,151,3.476,1.16,0.726,0.005254,2.313,high_bd,unknown,,
NI,26,"Wittmund, Stadt",0,8,2,254,3.735,-0.585,-0.366,7.6e-05,2.857,high_bd,unknown,,
NI,26,"Esens, Stadt",0,7,2,261,3.845,-1.163,-0.728,4.4e-05,2.765,high_bd,unknown,,
NI,26,"Esens, Stadt",0,3,1,135,2.291,-0.069,-0.043,0.045364,2.654,high_bd,unknown,,
NI,26,Stedesdorf,0,7,2,215,3.765,-0.509,-0.319,0.000305,3.478,high_bd,unknown,,
NI,27,"Oldenburg (Oldenburg), Stadt",5,24,5,607,4.575,-0.621,-0.388,0.0,3.015,high_bd,unknown,,
NI,27,Bad Zwischenahn,0,17,3,435,3.103,0.805,0.504,1e-06,2.432,high_bd,unknown,,
NI,27,Bad Zwischenahn,0,11,2,259,3.966,0.281,0.176,3.5e-05,2.791,high_bd,unknown,,
NI,27,Edewecht,0,8,2,234,3.405,0.014,0.009,0.000346,3.149,high_bd,unknown,,
NI,27,Edewecht,0,7,2,305,3.905,-1.61,-1.007,7e-06,2.284,high_bd,unknown,,
NI,27,Edewecht,0,1,0,172,4.057,-3.475,-2.174,0.000933,-0.567,large_negative_resid,unknown,,
NI,27,"Westerstede, Stadt",0,24,4,534,3.54,0.954,0.597,0.0,2.69,high_bd,unknown,,
NI,27,"Westerstede, Stadt",0,6,2,330,3.391,-1.573,-0.984,1.4e-05,2.068,high_bd,unknown,,
NI,27,Wiefelstede,0,19,3,424,3.918,0.564,0.353,0.0,2.51,high_bd,unknown,,
NI,28,"Delmenhorst, Stadt",0,46,6,961,4.362,0.424,0.266,0.0,2.148,high_bd,unknown,,
NI,28,Dötlingen,0,3,3,167,4.418,-2.622,-1.64,0.000625,7.244,high_bd,unknown,,
